,track_name,album_name,release_date,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
4,R U Mine?,AM,2013-09-09,0.00616,0.288,201726,0.758,2AT8iROs4FQueDv2c8q2KE,0.0,6,0.303,-5.692,0,0.0371,97.094,4,https://api.spotify.com/v1/tracks/2AT8iROs4FQueDv2c8q2KE,audio_features,spotify:track:2AT8iROs4FQueDv2c8q2KE,0.619
5,Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version),2007-04-24,0.00178,0.646,173493,0.813,7e8utCy2JlSB8dRHKi49xM,2.26e-05,6,0.144,-5.29,0,0.0288,112.115,4,https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM,audio_features,spotify:track:7e8utCy2JlSB8dRHKi49xM,0.821
6,Snap Out Of It,AM,2013-09-09,0.249,0.728,193030,0.638,0NdTUS4UiNYCNn5FgVqKQY,0.0,5,0.116,-6.455,0,0.0336,130.014,4,https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY,audio_features,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,0.872
7,Arabella,AM,2013-09-09,0.0202,0.579,207357,0.558,7nzsY8vlnKdvGOEE0rjAXZ,1.26e-06,2,0.212,-6.986,1,0.0895,179.949,4,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,audio_features,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,0.506
8,Knee Socks,AM,2013-09-09,0.123,0.665,257563,0.542,2LGdO5MtFdyphi2EihANZG,0.00291,11,0.342,-8.323,0,0.033,97.975,4,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,audio_features,spotify:track:2LGdO5MtFdyphi2EihANZG,0.587
9,Mardy Bum,"Whatever People Say I Am, That's What I'm Not",2006-01-29,0.0288,0.634,175440,0.599,2fyIS6GXMgUcSv4oejx63f,0.0,2,0.197,-5.447,1,0.0365,112.215,4,https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f,audio_features,spotify:track:2fyIS6GXMgUcSv4oejx63f,0.312
0,The Adults Are Talking,The New Abnormal,2020-04-10,0.0113,0.593,309053,0.749,5ruzrDWcT0vuJIOMW7gMnW,0.106,5,0.314,-5.67,1,0.0475,164.959,4,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,audio_features,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,0.649
1,Last Nite,Is This It,2001-07-30,0.0221,0.624,193373,0.899,3SUusuA9jH1v6PVwtYMbdv,0.000137,0,0.0975,-5.709,1,0.0296,104.061,4,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,0.79
2,Reptilia,Room On Fire,2003-10-28,0.000603,0.489,219827,0.649,57Xjny5yNzAcsxnusKmAfA,0.713,9,0.101,-5.11,1,0.0336,158.009,4,https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA,audio_features,spotify:track:57Xjny5yNzAcsxnusKmAfA,0.77
3,Someday,Is This It,2001-07-30,0.00425,0.539,183440,0.521,7hm4HTk9encxT0LYC0J6oI,0.0,9,0.367,-7.46,1,0.0299,106.035,4,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,0.679
4,You Only Live Once,First Impressions Of Earth,2006-01-03,0.0238,0.63,189227,0.908,4fPBB44eDH71YohayI4eKV,0.592,11,0.116,-2.42,1,0.0326,120.522,4,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,audio_features,spotify:track:4fPBB44eDH71YohayI4eKV,0.968
5,"Call It Fate, Call It Karma",Comedown Machine,2013-03-25,0.983,0.544,204773,0.241,3Y4rUyw7XBCK6hGHCOt6rp,0.774,4,0.101,-14.779,0,0.03,109.437,4,https://api.spotify.com/v1/tracks/3Y4rUyw7XBCK6hGHCOt6rp,audio_features,spotify:track:3Y4rUyw7XBCK6hGHCOt6rp,0.359
6,Selfless,The New Abnormal,2020-04-10,0.191,0.538,222093,0.679,2t0wwvR15fc3K1ey8OiOaN,0.00175,4,0.0889,-4.297,1,0.0333,121.99,4,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,audio_features,spotify:track:2t0wwvR15fc3K1ey8OiOaN,0.0888
7,12:51,Room On Fire,2003-10-28,0.312,0.451,153133,0.889,6Yu1OL8I0D4vjOzYdsXYGK,0.8,4,0.558,-3.838,1,0.0379,145.056,4,https://api.spotify.com/v1/tracks/6Yu1OL8I0D4vjOzYdsXYGK,audio_features,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,0.592
8,Under Cover of Darkness,Angles,2011-03-21,0.00433,0.35,235547,0.775,6u0x5ad9ewHvs3z6u9Oe3c,0.283,11,0.0676,-3.364,1,0.054,199.866,4,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,audio_features,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,0.588
9,Ode To The Mets,The New Abnormal,2020-04-10,0.341,0.426,351787,0.617,1BLOVHYYlH4JUHQGcpt75R,0.181,1,0.101,-5.423,0,0.0289,92.002,4,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,audio_features,spotify:track:1BLOVHYYlH4JUHQGcpt75R,0.201
0,A-Punk,Vampire Weekend,2008-01-29,0.0103,0.551,137760,0.819,3AydAydLzyyZutA0375XIz,0.0437,2,0.153,-4.489,1,0.0525,174.917,4,https://api.spotify.com/v1/tracks/3AydAydLzyyZutA0375XIz,audio_features,spotify:track:3AydAydLzyyZutA0375XIz,0.846
1,Campus,Vampire Weekend,2008-01-29,0.22,0.639,176467,0.704,1eNrlXlW7Cj1QB1YUcZmpb,0.0872,7,0.0849,-5.818,1,0.0659,162.983,4,https://api.spotify.com/v1/tracks/1eNrlXlW7Cj1QB1YUcZmpb,audio_features,spotify:track:1eNrlXlW7Cj1QB1YUcZmpb,0.645
2,Oxford Comma,Vampire Weekend,2008-01-29,0.111,0.692,195733,0.717,0ful4PHfTIxzXiZSZsXQ0H,0.00123,0,0.044,-4.226,1,0.0498,119.902,4,https://api.spotify.com/v1/tracks/0ful4PHfTIxzXiZSZsXQ0H,audio_features,spotify:track:0ful4PHfTIxzXiZSZsXQ0H,0.973
3,This Life,Father of the Bride,2019-05-03,0.228,0.62,268600,0.712,4dRqYKhLVujxiBXcq50YzG,3.39e-06,9,0.0561,-6.434,1,0.1,170.234,4,https://api.spotify.com/v1/tracks/4dRqYKhLVujxiBXcq50YzG,audio_features,spotify:track:4dRqYKhLVujxiBXcq50YzG,0.83
4,Harmony Hall,Father of the Bride,2019-05-03,0.475,0.653,308733,0.76,39exKIvycQDgs4T6uXdyu0,0.000129,11,0.0917,-6.086,1,0.0479,98.008,4,https://api.spotify.com/v1/tracks/39exKIvycQDgs4T6uXdyu0,audio_features,spotify:track:39exKIvycQDgs4T6uXdyu0,0.6
5,Unbelievers,Modern Vampires of the City,2013-05-13,0.149,0.644,202667,0.811,51DZ0wUocQ8sQfjnibXVcD,0.000473,11,0.17,-7.774,1,0.0517,154.909,4,https://api.spotify.com/v1/tracks/51DZ0wUocQ8sQfjnibXVcD,audio_features,spotify:track:51DZ0wUocQ8sQfjnibXVcD,0.817
6,Step,Modern Vampires of the City,2013-05-13,0.605,0.621,251627,0.713,607EA1HsuzrqqaPuxyNqpD,8.28e-06,10,0.103,-7.226,1,0.102,78.022,4,https://api.spotify.com/v1/tracks/607EA1HsuzrqqaPuxyNqpD,audio_features,spotify:track:607EA1HsuzrqqaPuxyNqpD,0.609
7,Sunflower (feat. Steve Lacy),Father of the Bride,2019-05-03,0.406,0.863,137600,0.576,53KFMdxzi8IJDewiql1Qo3,0.00824,8,0.141,-5.691,1,0.0567,100.03,4,https://api.spotify.com/v1/tracks/53KFMdxzi8IJDewiql1Qo3,audio_features,spotify:track:53KFMdxzi8IJDewiql1Qo3,0.932
8,Diane Young,Modern Vampires of the City,2013-05-13,0.0333,0.422,160067,0.809,10f0hrbCBiQk9STrFG3EU7,3.64e-05,11,0.203,-5.607,1,0.246,87.076,4,https://api.spotify.com/v1/tracks/10f0hrbCBiQk9STrFG3EU7,audio_features,spotify:track:10f0hrbCBiQk9STrFG3EU7,0.735
9,Holiday,Contra,2010-01-12,0.023,0.715,138293,0.769,4wtxSmTTeg6CiuhwIVKv0b,0.000732,2,0.127,-5.24,1,0.105,155.827,4,https://api.spotify.com/v1/tracks/4wtxSmTTeg6CiuhwIVKv0b,audio_features,spotify:track:4wtxSmTTeg6CiuhwIVKv0b,0.891
0,The Less I Know The Better,Currents,2015-07-17,0.0115,0.64,216320,0.74,6K4t31amVTZDgR3sKmwUJJ,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,audio_features,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.785
1,Borderline,The Slow Rush,2020-02-14,0.0406,0.621,237800,0.873,5hM5arv9KDbCHS0k9uqwjr,9.1e-06,5,0.0824,-3.067,0,0.0369,97.96,4,https://api.spotify.com/v1/tracks/5hM5arv9KDbCHS0k9uqwjr,audio_features,spotify:track:5hM5arv9KDbCHS0k9uqwjr,0.873
2,"New Person, Same Old Mistakes",Currents,2015-07-17,0.272,0.47,363240,0.809,52ojopYMUzeNcudsoz7O9D,0.00671,8,0.0491,-6.74,1,0.0495,151.836,4,https://api.spotify.com/v1/tracks/52ojopYMUzeNcudsoz7O9D,audio_features,spotify:track:52ojopYMUzeNcudsoz7O9D,0.49
3,Let It Happen,Currents,2015-07-17,0.00462,0.602,467587,0.881,2X485T9Z5Ly0xyaghN73ed,0.0266,1,0.111,-5.875,0,0.0443,125.012,4,https://api.spotify.com/v1/tracks/2X485T9Z5Ly0xyaghN73ed,audio_features,spotify:track:2X485T9Z5Ly0xyaghN73ed,0.577
4,Eventually,Currents,2015-07-17,0.0158,0.424,318591,0.615,5M4yti0QxgqJieUYaEXcpw,0.000389,9,0.0844,-6.217,0,0.0325,77.935,4,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,audio_features,spotify:track:5M4yti0QxgqJieUYaEXcpw,0.155
5,Feels Like We Only Go Backwards,Lonerism,2012-01-01,0.0277,0.303,192960,0.9,0LtOwyZoSNZKJWHqjzADpW,0.635,2,0.11,-2.352,0,0.0574,149.508,4,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,audio_features,spotify:track:0LtOwyZoSNZKJWHqjzADpW,0.491
6,Nangs,Currents,2015-07-17,0.159,0.536,107533,0.526,1cCbsojaA6GIT7Y3zuMJ1q,0.847,0,0.128,-9.754,1,0.181,167.608,4,https://api.spotify.com/v1/tracks/1cCbsojaA6GIT7Y3zuMJ1q,audio_features,spotify:track:1cCbsojaA6GIT7Y3zuMJ1q,0.434
7,Elephant,Lonerism,2012-01-01,0.562,0.598,211227,0.553,6qZjm61s6u8Ead9sWxCDro,0.157,9,0.257,-6.742,0,0.0397,123.075,4,https://api.spotify.com/v1/tracks/6qZjm61s6u8Ead9sWxCDro,audio_features,spotify:track:6qZjm61s6u8Ead9sWxCDro,0.533
8,One More Hour,The Slow Rush,2020-02-14,0.108,0.647,432560,0.398,0mO6oS60RST2sWmN2FKknP,0.107,4,0.148,-8.63,1,0.0283,102.029,4,https://api.spotify.com/v1/tracks/0mO6oS60RST2sWmN2FKknP,audio_features,spotify:track:0mO6oS60RST2sWmN2FKknP,0.32
9,New Gold (feat. Tame Impala and Bootie Brown),Cracker Island,2023-02-24,0.0425,0.695,215150,0.923,60SvhHtwefT0e2G7i7kOH3,0.0469,1,0.116,-3.93,0,0.0522,108.014,3,https://api.spotify.com/v1/tracks/60SvhHtwefT0e2G7i7kOH3,audio_features,spotify:track:60SvhHtwefT0e2G7i7kOH3,0.551
0,Cruel Summer,Lover,2019-08-23,0.117,0.552,178427,0.702,1BxfuPKGuaTgP7aM0Bbdwr,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.564
1,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,0.0504,0.596,229478,0.658,1Iq8oo9XkmmvCQiGOfORiz,0.0,0,0.127,-7.346,1,0.036,100.012,4,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,audio_features,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,0.176
2,Anti-Hero,Midnights,2022-10-21,0.13,0.637,200690,0.643,0V3wPSX9ygBnCm8psDIegu,1.8e-06,4,0.142,-6.571,1,0.0519,97.008,4,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.533
3,Lover,Lover,2019-08-23,0.492,0.359,221307,0.543,1dGr1c8CrMLDpV6mPbImSI,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,4,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,audio_features,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.453
4,You’re Losing Me (From The Vault),You're Losing Me (From The Vault),2023-11-29,0.529,0.747,277832,0.391,3CWq0pAKKTWb0K4yiglDc4,0.003,0,0.111,-13.767,1,0.052,102.984,4,https://api.spotify.com/v1/tracks/3CWq0pAKKTWb0K4yiglDc4,audio_features,spotify:track:3CWq0pAKKTWb0K4yiglDc4,0.195
5,cardigan,folklore,2020-07-24,0.537,0.613,239560,0.581,4R2kfaDFhslZEMJqAFNpdd,0.000345,0,0.25,-8.588,0,0.0424,130.033,4,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,audio_features,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.551
6,Don’t Blame Me,reputation,2017-11-10,0.106,0.615,236413,0.534,1R0a2iXumgCiFb7HEZ7gUE,1.76e-05,9,0.0607,-6.719,0,0.0386,135.917,4,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,audio_features,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.193
7,august,folklore,2020-07-24,0.538,0.532,261923,0.623,3hUxzQpSfdDqwM3ZTFQY0K,7.28e-05,5,0.0925,-9.208,1,0.0331,89.937,4,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,audio_features,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.403
8,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,0.186,0.793,146437,0.512,5KD6AEm19QnMbfWpfoOHMl,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,audio_features,spotify:track:5KD6AEm19QnMbfWpfoOHMl,0.0662
9,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),2023-10-26,0.345,0.629,180381,0.413,71BqAINEnezjQfxE4VuJfq,7.62e-05,7,0.0603,-13.178,1,0.055,77.983,4,https://api.spotify.com/v1/tracks/71BqAINEnezjQfxE4VuJfq,audio_features,spotify:track:71BqAINEnezjQfxE4VuJfq,0.306
0,"yes, and?","yes, and?",2024-01-12,0.198,0.788,214994,0.758,7gaA3wERFkFkgivjwbSvkG,8.5e-05,1,0.104,-6.513,1,0.0505,119.008,4,https://api.spotify.com/v1/tracks/7gaA3wERFkFkgivjwbSvkG,audio_features,spotify:track:7gaA3wERFkFkgivjwbSvkG,0.823
1,Santa Tell Me,Santa Tell Me,2014-11-24,0.0489,0.525,204093,0.621,0lizgQ7Qw35od7CYaoMBZb,0.0,7,0.294,-7.364,1,0.116,191.9,4,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,audio_features,spotify:track:0lizgQ7Qw35od7CYaoMBZb,0.591
2,Die For You (with Ariana Grande) - Remix,Starboy (Deluxe),2023-03-14,0.227,0.575,232857,0.5,4W4fNrZYkobj539TOWsLO2,0.0,1,0.335,-7.594,0,0.0707,67.033,4,https://api.spotify.com/v1/tracks/4W4fNrZYkobj539TOWsLO2,audio_features,spotify:track:4W4fNrZYkobj539TOWsLO2,0.506
3,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,After Hours (Deluxe),2020-03-20,0.0215,0.65,191014,0.825,1oFAF1hdPOickyHgbuRjyX,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,audio_features,spotify:track:1oFAF1hdPOickyHgbuRjyX,0.593
4,7 rings,"thank u, next",2019-02-08,0.592,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327
5,One Last Time,My Everything (Deluxe),2014-08-25,0.093,0.628,197267,0.593,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
6,Dangerous Woman,Dangerous Woman,2016-05-20,0.0529,0.664,235947,0.602,6RUhbFEhrvGISaQ8u2j2JN,0.0,4,0.356,-5.369,0,0.0412,134.049,3,https://api.spotify.com/v1/tracks/6RUhbFEhrvGISaQ8u2j2JN,audio_features,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,0.289
7,"Santa, Can’t You Hear Me",When Christmas Comes Around...,2021-10-15,0.005,0.495,242645,0.896,2O3MQ6H3gjrIWDcpeTrikT,0.0,11,0.353,-2.381,1,0.0331,146.04,4,https://api.spotify.com/v1/tracks/2O3MQ6H3gjrIWDcpeTrikT,audio_features,spotify:track:2O3MQ6H3gjrIWDcpeTrikT,0.462
8,Into You,Dangerous Woman,2016-05-20,0.0162,0.623,244453,0.734,63y6xWR4gXz7bnUGOk8iI6,1.75e-06,9,0.145,-5.948,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/63y6xWR4gXz7bnUGOk8iI6,audio_features,spotify:track:63y6xWR4gXz7bnUGOk8iI6,0.37
9,positions,Positions,2020-10-30,0.468,0.737,172325,0.802,35mvY5S1H3J2QZyna3TFe0,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,audio_features,spotify:track:35mvY5S1H3J2QZyna3TFe0,0.682
0,Perfect,÷ (Deluxe),2017-03-03,0.163,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,0.0232,95.05,3,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.168
1,Shape of You,÷ (Deluxe),2017-03-03,0.581,0.825,233713,0.652,7qiZfU4dY1lWllzX7mPBI3,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931
2,Photograph,x (Wembley Edition),2013,0.607,0.614,258987,0.379,6fxVffaTuwjgEk5h9QyRjy,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,audio_features,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.201
3,Shivers,=,2021-10-29,0.281,0.788,207853,0.859,50nfwKoDiSYg8zOCREWAm5,0.0,2,0.0424,-2.724,1,0.0856,141.02,4,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,audio_features,spotify:track:50nfwKoDiSYg8zOCREWAm5,0.822
4,Merry Christmas,Merry Christmas,2021-12-03,0.243,0.594,208547,0.935,3bH2Eu9A9ymI4UnGHRmoXg,2.36e-06,0,0.102,-2.018,1,0.0357,113.99,4,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,audio_features,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,0.602
5,Thinking out Loud,x (Wembley Edition),2013,0.474,0.781,281560,0.445,1Slwb6dOYkBlWal1PGtnNg,0.0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,audio_features,spotify:track:1Slwb6dOYkBlWal1PGtnNg,0.591
6,Bad Habits,=,2021-10-29,0.0451,0.807,230747,0.893,3rmo8F54jFF8OgYsqTxm5d,2.79e-05,11,0.366,-3.745,0,0.0347,126.011,4,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,audio_features,spotify:track:3rmo8F54jFF8OgYsqTxm5d,0.537
7,Eyes Closed,- (Deluxe),2023-05-05,0.246,0.793,194926,0.52,3p7XQpdt8Dr6oMXSvRZ9bg,0.0,11,0.0878,-7.457,0,0.0696,107.014,4,https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg,audio_features,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,0.309
8,Bam Bam (feat. Ed Sheeran),Familia,2022-04-07,0.182,0.756,206071,0.697,2DB4DdfCFMw1iaR6JaR03a,0.0,8,0.333,-6.377,1,0.0401,94.996,4,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,audio_features,spotify:track:2DB4DdfCFMw1iaR6JaR03a,0.956
9,Castle on the Hill,÷ (Deluxe),2017-03-03,0.0232,0.461,261154,0.834,6PCUP3dWmTjcTtXY02oFdT,1.14e-05,2,0.14,-4.868,1,0.0989,135.007,4,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.471
0,Poker Face,The Fame,2008-01-01,0.118,0.851,237200,0.806,5R8dQOPq8haW94K7mgERlO,1.64e-06,4,0.121,-4.62,1,0.0787,118.999,4,https://api.spotify.com/v1/tracks/5R8dQOPq8haW94K7mgERlO,audio_features,spotify:track:5R8dQOPq8haW94K7mgERlO,0.787
1,Shallow,A Star Is Born Soundtrack,2018-10-05,0.371,0.572,215733,0.385,2VxeLyX666F8uXCJ0dZF8B,0.0,7,0.231,-6.362,1,0.0308,95.799,4,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,audio_features,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323
2,Bad Romance,The Fame Monster (Deluxe Edition),2009-11-05,0.00314,0.696,294573,0.921,0SiywuOBRcynK0uKGWdCnn,5.24e-05,0,0.0842,-3.755,1,0.0363,119.001,4,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,audio_features,spotify:track:0SiywuOBRcynK0uKGWdCnn,0.714
3,Just Dance,The Fame,2008-01-01,0.0264,0.822,241933,0.739,2x7MyWybabEz6Y6wvHuwGE,4.26e-05,1,0.181,-4.541,0,0.0311,118.992,4,https://api.spotify.com/v1/tracks/2x7MyWybabEz6Y6wvHuwGE,audio_features,spotify:track:2x7MyWybabEz6Y6wvHuwGE,0.745
4,Always Remember Us This Way,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,0.299,0.553,210200,0.502,2rbDhOo9Fh61Bbu23T2qCk,0.0,0,0.764,-5.972,1,0.0409,129.976,4,https://api.spotify.com/v1/tracks/2rbDhOo9Fh61Bbu23T2qCk,audio_features,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,0.296
5,Paparazzi,The Fame,2008-01-01,0.113,0.762,208307,0.692,7Hqig8kp32q2Ire3ECQvWM,0.0,5,0.094,-3.973,0,0.0438,114.906,4,https://api.spotify.com/v1/tracks/7Hqig8kp32q2Ire3ECQvWM,audio_features,spotify:track:7Hqig8kp32q2Ire3ECQvWM,0.397
6,Bloody Mary,Born This Way (Special Edition),2011-01-01,0.0107,0.591,244760,0.637,11BKm0j4eYoCPPpCONAVwA,1.95e-06,9,0.113,-6.365,0,0.03,99.998,4,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,audio_features,spotify:track:11BKm0j4eYoCPPpCONAVwA,0.432
7,Telephone,The Fame Monster (Deluxe Edition),2009-08-05,0.00587,0.825,220627,0.832,7rl7ao5pb9BhvAzPdWStxi,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,audio_features,spotify:track:7rl7ao5pb9BhvAzPdWStxi,0.713
8,Judas,Born This Way,2011-01-01,0.000967,0.661,249067,0.937,0QkWikH5Z3U0f79T9iuF6c,1.59e-05,10,0.355,-3.83,0,0.0744,131.001,4,https://api.spotify.com/v1/tracks/0QkWikH5Z3U0f79T9iuF6c,audio_features,spotify:track:0QkWikH5Z3U0f79T9iuF6c,0.535
9,Applause,ARTPOP,2013-11-11,0.0265,0.669,212333,0.78,5ka2ajep9OAvU5Sgduhiex,1.63e-06,7,0.143,-4.287,0,0.053,139.945,4,https://api.spotify.com/v1/tracks/5ka2ajep9OAvU5Sgduhiex,audio_features,spotify:track:5ka2ajep9OAvU5Sgduhiex,0.738
0,Locked out of Heaven,Unorthodox Jukebox,2012-12-07,0.049,0.726,233478,0.698,3w3y8KPTfNeOKPiqUTakBh,0.0,5,0.309,-4.165,1,0.0431,143.994,4,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,audio_features,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.867
1,Just the Way You Are,Doo-Wops & Hooligans,2010-10-05,0.0134,0.635,220734,0.841,7BqBn9nzAq8spo5e7cZ0dJ,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,audio_features,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.424
2,When I Was Your Man,Unorthodox Jukebox,2012-12-07,0.932,0.612,213827,0.28,0nJW01T7XtvILxQgC5J7Wh,0.0,0,0.088,-8.648,1,0.0434,72.795,4,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,audio_features,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.387
3,That's What I Like,24K Magic,2016-11-17,0.013,0.853,206693,0.56,0KKkJNfGyhkQ5aFogxQAPU,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.86
4,Talking to the Moon,Doo-Wops & Hooligans,2010-10-05,0.511,0.498,217867,0.59,161DnLWsx1i3u1JT05lzqU,0.0,1,0.107,-4.721,0,0.032,145.867,4,https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU,audio_features,spotify:track:161DnLWsx1i3u1JT05lzqU,0.0784
5,Grenade,Doo-Wops & Hooligans,2010-10-05,0.148,0.704,222091,0.558,2tJulUYLDKOg9XrtVkMgcJ,0.0,2,0.107,-7.273,0,0.0542,110.444,4,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,audio_features,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.245
